path_prefix: /anfs/bigdisc/pmh64/XR-DAVID
split_column: distortion
train_ratio: 80
seed: 0
resume: true
extension: mp4
display_dir: /anfs/bigdisc/pmh64/XR-DAVID
display: eizo_CG3146
log_dir: logs/xr-david

scene,condition,jod,jod_low,jod_high,distortion,level,test,ref
Icons,WGNU_Level001,10.106074257022216,1.00123855805642,1.63432796440587,WGNU,Level001,Icons_WGNU_Level001,Icons_reference_Level001
Icons,WGNU_Level002,9.448228712705541,0.345293820361211,0.965088847424802,WGNU,Level002,Icons_WGNU_Level002,Icons_reference_Level001
Icons,WGNU_Level003,8.19749650704727,-0.91476671618355,-0.314183340820436,WGNU,Level003,Icons_WGNU_Level003,Icons_reference_Level001
Panel,Blur_Level001,8.31394016525258,-0.833892669737412,-0.0492639984052811,Blur,Level001,Panel_Blur_Level001,Panel_reference_Level001
Panel,Blur_Level002,6.58932583781646,-2.64401692861818,-1.84872757832404,Blur,Level002,Panel_Blur_Level002,Panel_reference_Level001
Panel,Blur_Level003,6.59210500283039,-2.67903678528789,-1.76976733043494,Blur,Level003,Panel_Blur_Level003,Panel_reference_Level001
Panel,CSub_Level001,10.100802567344731,1.03290836182315,1.66799595497304,CSub,Level001,Panel_CSub_Level001,Panel_reference_Level001
Panel,CSub_Level002,9.321245226033167,0.23119543887121,0.891536718636433,CSub,Level002,Panel_CSub_Level002,Panel_reference_Level001
Panel,CSub_Level003,9.017320865038677,-0.0739198334265761,0.56790629839508,CSub,Level003,Panel_CSub_Level003,Panel_reference_Level001
Panel,ColorFringes_Level001,8.98971011270536,-0.0754879980134413,0.55009045597786,ColorFringes,Level001,Panel_ColorFringes_Level001,Panel_reference_Level001
Panel,ColorFringes_Level002,7.756150622115371,-1.3941698896406,-0.665585247934761,ColorFringes,Level002,Panel_ColorFringes_Level002,Panel_reference_Level001
Panel,ColorFringes_Level003,6.627835204195771,-2.67878676792351,-1.73323830227324,ColorFringes,Level003,Panel_ColorFringes_Level003,Panel_reference_Level001
Panel,Contrast_Level001,9.322106280236978,0.285598074063329,0.843787683647196,Contrast,Level001,Panel_Contrast_Level001,Panel_reference_Level001
Panel,Contrast_Level002,8.78906788318666,-0.247228170541192,0.281057639834403,Contrast,Level002,Panel_Contrast_Level002,Panel_reference_Level001
Panel,Contrast_Level003,8.03217115715969,-1.08012863383974,-0.434543968943149,Contrast,Level003,Panel_Contrast_Level003,Panel_reference_Level001
Panel,DUC_Level001,10.224920645278281,1.25269219920983,1.71113178694988,DUC,Level001,Panel_DUC_Level001,Panel_reference_Level001
Panel,DUC_Level002,9.988903920574677,0.912564751963632,1.55966027758078,DUC,Level002,Panel_DUC_Level002,Panel_reference_Level001
Panel,DUC_Level003,9.194810270282991,0.128806283135025,0.706289198369854,DUC,Level003,Panel_DUC_Level003,Panel_reference_Level001
Panel,Dither_Level001,9.352787306304448,0.279058700830261,0.88535082058969,Dither,Level001,Panel_Dither_Level001,Panel_reference_Level001
Panel,Dither_Level002,7.59657303830378,-1.57940138774279,-0.811176536604519,Dither,Level002,Panel_Dither_Level002,Panel_reference_Level001
Panel,Dither_Level003,6.32874481999877,-3.16727675158438,-1.94730882522521,Dither,Level003,Panel_Dither_Level003,Panel_reference_Level001
Panel,LSNU_Level001,10.13734312763588,1.08093536895393,1.70975902881746,LSNU,Level001,Panel_LSNU_Level001,Panel_reference_Level001
Panel,LSNU_Level002,9.633453174362046,0.582452950918184,1.15575952154534,LSNU,Level002,Panel_LSNU_Level002,Panel_reference_Level001
Panel,LSNU_Level003,8.9231366123619,-0.089785018705558,0.424153388033,LSNU,Level003,Panel_LSNU_Level003,Panel_reference_Level001
Panel,WGNU_Level001,10.169378560120514,1.12813888648397,1.71913448652394,WGNU,Level001,Panel_WGNU_Level001,Panel_reference_Level001
Panel,WGNU_Level002,9.441431222340581,0.391632955137079,0.961904079266454,WGNU,Level002,Panel_WGNU_Level002,Panel_reference_Level001
Panel,WGNU_Level003,8.80107952375452,-0.189721281014368,0.272185563244184,WGNU,Level003,Panel_WGNU_Level003,Panel_reference_Level001
Phone,Blur_Level001,8.38129515669363,-0.406341560690997,0.130602139474673,Blur,Level001,Phone_Blur_Level001,Phone_reference_Level001
Phone,Blur_Level002,6.900930799020561,-2.06493385343083,-1.25824036867166,Blur,Level002,Phone_Blur_Level002,Phone_reference_Level001
Phone,Blur_Level003,6.62179240366952,-2.36996442186705,-1.53962829502624,Blur,Level003,Phone_Blur_Level003,Phone_reference_Level001
Phone,CSub_Level001,10.028164833905242,1.2120592292036,1.85353336384261,CSub,Level001,Phone_CSub_Level001,Phone_reference_Level001
Phone,CSub_Level002,9.152795514071693,0.354707987112399,0.923416099778857,CSub,Level002,Phone_CSub_Level002,Phone_reference_Level001
Phone,CSub_Level003,8.96952547035082,0.164441395241102,0.720235329179316,CSub,Level003,Phone_CSub_Level003,Phone_reference_Level001
Phone,ColorFringes_Level001,8.92106773583792,0.091063565789515,0.703807993406003,ColorFringes,Level001,Phone_ColorFringes_Level001,Phone_reference_Level001
Phone,ColorFringes_Level002,7.71311167405113,-1.1817945674292,-0.45396791590317,ColorFringes,Level002,Phone_ColorFringes_Level002,Phone_reference_Level001
Phone,ColorFringes_Level003,6.77592575880367,-2.1998802819923,-1.40535048517944,ColorFringes,Level003,Phone_ColorFringes_Level003,Phone_reference_Level001
Phone,Contrast_Level001,8.933450095815811,0.192691631617356,0.637753276444138,Contrast,Level001,Phone_Contrast_Level001,Phone_reference_Level001
Phone,Contrast_Level002,7.967471029687211,-0.925848353292888,-0.213556873739756,Contrast,Level002,Phone_Contrast_Level002,Phone_reference_Level001
Phone,Contrast_Level003,6.98652656638367,-1.97873719294684,-1.17557725249945,Contrast,Level003,Phone_Contrast_Level003,Phone_reference_Level001
Phone,DUC_Level001,9.748749055715926,0.927507734999301,1.55833180931164,DUC,Level001,Phone_DUC_Level001,Phone_reference_Level001
Phone,DUC_Level002,9.234187620290355,0.414639338501386,1.00873476090719,DUC,Level002,Phone_DUC_Level002,Phone_reference_Level001
Phone,DUC_Level003,8.18373628881677,-0.685610505077528,0.0273054639240492,DUC,Level003,Phone_DUC_Level003,Phone_reference_Level001
Phone,Dither_Level001,9.89889281392131,1.04404090892527,1.75143324068814,Dither,Level001,Phone_Dither_Level001,Phone_reference_Level001
Phone,Dither_Level002,8.7584962241732,-0.0137802194928956,0.500392783978278,Dither,Level002,Phone_Dither_Level002,Phone_reference_Level001
Phone,Dither_Level003,6.72692172470982,-2.19168678879866,-1.44888809366956,Dither,Level003,Phone_Dither_Level003,Phone_reference_Level001
Phone,LSNU_Level001,9.583530884860668,0.747655715787872,1.41247773612789,LSNU,Level001,Phone_LSNU_Level001,Phone_reference_Level001
Phone,LSNU_Level002,8.47664963658217,-0.347994289749652,0.231484620348258,LSNU,Level002,Phone_LSNU_Level002,Phone_reference_Level001
Phone,LSNU_Level003,7.636396717628481,-1.17383271908423,-0.653931059981713,LSNU,Level003,Phone_LSNU_Level003,Phone_reference_Level001
Phone,WGNU_Level001,10.275475598399137,1.51287490045334,2.0610337501133,WGNU,Level001,Phone_WGNU_Level001,Phone_reference_Level001
Phone,WGNU_Level002,9.412683986336377,0.623119788401628,1.17412836047599,WGNU,Level002,Phone_WGNU_Level002,Phone_reference_Level001
Phone,WGNU_Level003,7.8940642688208005,-1.0371436311737,-0.25097763707943,WGNU,Level003,Phone_WGNU_Level003,Phone_reference_Level001
River,Blur_Level001,8.47065045781971,-0.401759022033127,0.166312580146357,Blur,Level001,River_Blur_Level001,River_reference_Level001
River,Blur_Level002,7.11257601532125,-1.84049578415991,-1.1550329197995,Blur,Level002,River_Blur_Level002,River_reference_Level001
River,Blur_Level003,6.60673361826857,-2.42958327734179,-1.58124630202325,Blur,Level003,River_Blur_Level003,River_reference_Level001
River,CSub_Level001,10.00036543702377,1.10166315906984,1.74960497339422,CSub,Level001,River_CSub_Level001,River_reference_Level001
River,CSub_Level002,9.587232671051087,0.653501550869952,1.34915599056281,CSub,Level002,River_CSub_Level002,River_reference_Level001
River,CSub_Level003,9.419410952330841,0.50293536975253,1.20175729211024,CSub,Level003,River_CSub_Level003,River_reference_Level001
River,ColorFringes_Level001,8.8832022586882,0.0575006236961779,0.552990835393697,ColorFringes,Level001,River_ColorFringes_Level001,River_reference_Level001
River,ColorFringes_Level002,7.9820664014929505,-0.97986960767564,-0.229810836432142,ColorFringes,Level002,River_ColorFringes_Level002,River_reference_Level001
River,ColorFringes_Level003,7.07089273955075,-1.97750244325192,-1.12533573777281,ColorFringes,Level003,River_ColorFringes_Level003,River_reference_Level001
River,Contrast_Level001,8.79274749319343,-0.0250990099998355,0.441019873378829,Contrast,Level001,River_Contrast_Level001,River_reference_Level001
River,Contrast_Level002,8.06503079359794,-0.879010994642282,-0.201976544300855,Contrast,Level002,River_Contrast_Level002,River_reference_Level001
River,Contrast_Level003,6.92993655999616,-2.07002663437939,-1.29991603015831,Contrast,Level003,River_Contrast_Level003,River_reference_Level001
River,DUC_Level001,10.12450007035238,1.19207771879627,1.91230040948623,DUC,Level001,River_DUC_Level001,River_reference_Level001
River,DUC_Level002,9.199250801551257,0.275485883531172,0.956832945480301,DUC,Level002,River_DUC_Level002,River_reference_Level001
River,DUC_Level003,8.20061216516096,-0.781319811191806,-0.0404751657054944,DUC,Level003,River_DUC_Level003,River_reference_Level001
River,Dither_Level001,9.560171219916302,0.750032201683008,1.24208024515765,Dither,Level001,River_Dither_Level001,River_reference_Level001
River,Dither_Level002,9.136155140148023,0.273625903619143,0.8460326566439,Dither,Level002,River_Dither_Level002,River_reference_Level001
River,Dither_Level003,6.36828156572505,-2.62300617493217,-1.88278808445269,Dither,Level003,River_Dither_Level003,River_reference_Level001
River,LSNU_Level001,9.438828708372078,0.529160220030988,1.21673539495044,LSNU,Level001,River_LSNU_Level001,River_reference_Level001
River,LSNU_Level002,8.58922286324692,-0.259773670853022,0.244271546194768,LSNU,Level002,River_LSNU_Level002,River_reference_Level001
River,LSNU_Level003,7.82988392630633,-1.12099239278311,-0.433729230130364,LSNU,Level003,River_LSNU_Level003,River_reference_Level001
River,WGNU_Level001,10.266158889609038,1.36577740817403,2.03591634320766,WGNU,Level001,River_WGNU_Level001,River_reference_Level001
River,WGNU_Level002,9.623445405900897,0.679346472711916,1.39364697986546,WGNU,Level002,River_WGNU_Level002,River_reference_Level001
River,WGNU_Level003,7.53655436552459,-1.56480812764857,-0.560585271506737,WGNU,Level003,River_WGNU_Level003,River_reference_Level001
Snow,Blur_Level001,8.12380844036081,-0.760686918102206,-0.0236600990167534,Blur,Level001,Snow_Blur_Level001,Snow_reference_Level001
Snow,Blur_Level002,6.6648508901229,-2.25276134128556,-1.5280236077569,Blur,Level002,Snow_Blur_Level002,Snow_reference_Level001
Snow,Blur_Level003,6.16038447825775,-2.8414173345259,-1.97241147376719,Blur,Level003,Snow_Blur_Level003,Snow_reference_Level001
Snow,CSub_Level001,9.889502634657847,1.03963745121672,1.73403324583139,CSub,Level001,Snow_CSub_Level001,Snow_reference_Level001
Snow,CSub_Level002,9.756093944980368,0.964525526822497,1.52862190270701,CSub,Level002,Snow_CSub_Level002,Snow_reference_Level001
Snow,CSub_Level003,9.522952465108919,0.625800558866476,1.39252828941589,CSub,Level003,Snow_CSub_Level003,Snow_reference_Level001
Snow,ColorFringes_Level001,9.30267500534777,0.496243640010599,1.07751843480356,ColorFringes,Level001,Snow_ColorFringes_Level001,Snow_reference_Level001
Snow,ColorFringes_Level002,7.63596027997373,-1.2595995612478,-0.504710195583548,ColorFringes,Level002,Snow_ColorFringes_Level002,Snow_reference_Level001
Snow,ColorFringes_Level003,6.56811484111995,-2.3805143978526,-1.59801251118779,ColorFringes,Level003,Snow_ColorFringes_Level003,Snow_reference_Level001
Snow,Contrast_Level001,9.24576956541389,0.475180112008907,0.98732887393327,Contrast,Level001,Snow_Contrast_Level001,Snow_reference_Level001
Snow,Contrast_Level002,8.30611257447518,-0.459894612473144,0.0136657195410287,Contrast,Level002,Snow_Contrast_Level002,Snow_reference_Level001
Snow,Contrast_Level003,7.3704248919464295,-1.56608142497761,-0.827134448513558,Contrast,Level003,Snow_Contrast_Level003,Snow_reference_Level001
Snow,DUC_Level001,9.771284087418085,0.893218458562668,1.65829905268884,DUC,Level001,Snow_DUC_Level001,Snow_reference_Level001
Snow,DUC_Level002,9.130937573668074,0.302353167918581,0.9257764445589,DUC,Level002,Snow_DUC_Level002,Snow_reference_Level001
Snow,DUC_Level003,7.84401031834186,-1.04517505929252,-0.331654817086478,DUC,Level003,Snow_DUC_Level003,Snow_reference_Level001
Snow,Dither_Level001,9.91076628726669,1.09483342196574,1.67900870911098,Dither,Level001,Snow_Dither_Level001,Snow_reference_Level001
Snow,Dither_Level002,8.56139720555981,-0.202862728012749,0.285169492352169,Dither,Level002,Snow_Dither_Level002,Snow_reference_Level001
Snow,Dither_Level003,6.09065133442745,-2.808154112805,-2.11009972915171,Dither,Level003,Snow_Dither_Level003,Snow_reference_Level001
Snow,LSNU_Level001,9.40533356420868,0.58377924415704,1.18415600648271,LSNU,Level001,Snow_LSNU_Level001,Snow_reference_Level001
Snow,LSNU_Level002,8.30404998387736,-0.486949392064231,0.0514895284657626,LSNU,Level002,Snow_LSNU_Level002,Snow_reference_Level001
Snow,LSNU_Level003,7.659967563796339,-1.24107633214561,-0.495472603382662,LSNU,Level003,Snow_LSNU_Level003,Snow_reference_Level001
Snow,WGNU_Level001,10.067120528497012,1.27982223241666,1.83895139872596,WGNU,Level001,Snow_WGNU_Level001,Snow_reference_Level001
Snow,WGNU_Level002,9.724957463256114,0.855461495663382,1.56410174823909,WGNU,Level002,Snow_WGNU_Level002,Snow_reference_Level001
Snow,WGNU_Level003,8.10331736560033,-0.719169329603359,-0.112963664223609,WGNU,Level003,Snow_WGNU_Level003,Snow_reference_Level001
VR,Blur_Level001,8.50624174311989,-0.64910917426575,-0.0876558227043043,Blur,Level001,VR_Blur_Level001,VR_reference_Level001
VR,Blur_Level002,7.38423950497726,-1.84416817980542,-1.14989197386832,Blur,Level002,VR_Blur_Level002,VR_reference_Level001
VR,Blur_Level003,6.42719685692255,-2.83464828568014,-2.1106732738289,Blur,Level003,VR_Blur_Level003,VR_reference_Level001
VR,CSub_Level001,10.083533784171257,0.899703271862152,1.51846505399897,CSub,Level001,VR_CSub_Level001,VR_reference_Level001
VR,CSub_Level002,9.804046614054066,0.643908241325292,1.2201634331283,CSub,Level002,VR_CSub_Level002,VR_reference_Level001
VR,CSub_Level003,9.564515655197258,0.459090814566625,0.920226529892988,CSub,Level003,VR_CSub_Level003,VR_reference_Level001
VR,ColorFringes_Level001,9.313781553712001,0.123932021736225,0.693561937906322,ColorFringes,Level001,VR_ColorFringes_Level001,VR_reference_Level001
VR,ColorFringes_Level002,8.31549148567229,-0.825340860698471,-0.28933486033496,ColorFringes,Level002,VR_ColorFringes_Level002,VR_reference_Level001
VR,ColorFringes_Level003,6.98720679910835,-2.27216442207146,-1.55693407969468,ColorFringes,Level003,VR_ColorFringes_Level003,VR_reference_Level001
VR,Contrast_Level001,9.264592679099225,0.169127065197345,0.565491191302727,Contrast,Level001,VR_Contrast_Level001,VR_reference_Level001
VR,Contrast_Level002,8.38110523946321,-0.854420548702822,-0.166784123248364,Contrast,Level002,VR_Contrast_Level002,VR_reference_Level001
VR,Contrast_Level003,7.03053282486479,-2.26494814900212,-1.50521359601924,Contrast,Level003,VR_Contrast_Level003,VR_reference_Level001
VR,DUC_Level001,10.165867359821995,1.01224946534522,1.57979298356002,DUC,Level001,VR_DUC_Level001,VR_reference_Level001
VR,DUC_Level002,9.933634295800687,0.7181353844086,1.36376278445223,DUC,Level002,VR_DUC_Level002,VR_reference_Level001
VR,DUC_Level003,9.334523913970328,0.186661582259589,0.69964628974913,DUC,Level003,VR_DUC_Level003,VR_reference_Level001
VR,Dither_Level001,9.982815158494999,0.812350156133463,1.38655050446498,Dither,Level001,VR_Dither_Level001,VR_reference_Level001
VR,Dither_Level002,9.563538577909172,0.376482588434878,1.01307574912554,Dither,Level002,VR_Dither_Level002,VR_reference_Level001
VR,Dither_Level003,7.4049235152842705,-1.82215566813941,-1.14958393811478,Dither,Level003,VR_Dither_Level003,VR_reference_Level001
VR,LSNU_Level001,9.691154219205181,0.59490273966428,1.04629633145946,LSNU,Level001,VR_LSNU_Level001,VR_reference_Level001
VR,LSNU_Level002,8.36389013673316,-0.815533884106604,-0.204934485198525,LSNU,Level002,VR_LSNU_Level002,VR_reference_Level001
VR,LSNU_Level003,7.70295655898558,-1.52469128409599,-0.846657887721435,LSNU,Level003,VR_LSNU_Level003,VR_reference_Level001
VR,WGNU_Level001,10.124424395872744,0.942336886116085,1.54492443163787,WGNU,Level001,VR_WGNU_Level001,VR_reference_Level001
VR,WGNU_Level002,9.895527041753152,0.728130136274036,1.30105885068088,WGNU,Level002,VR_WGNU_Level002,VR_reference_Level001
VR,WGNU_Level003,8.84564523385749,-0.271916706729976,0.218259797397905,WGNU,Level003,VR_WGNU_Level003,VR_reference_Level001
Wiki,Blur_Level001,7.2127603955497595,-1.63009985269465,-0.942689891824896,Blur,Level001,Wiki_Blur_Level001,Wiki_reference_Level001
Wiki,Blur_Level002,6.04608194328592,-2.98553779833218,-1.9926484705157,Blur,Level002,Wiki_Blur_Level002,Wiki_reference_Level001
Wiki,Blur_Level003,5.79111748408095,-3.27115145303232,-2.24122298621193,Blur,Level003,Wiki_Blur_Level003,Wiki_reference_Level001
Wiki,CSub_Level001,9.47013504241871,0.636301160105838,1.39273625946472,CSub,Level001,Wiki_CSub_Level001,Wiki_reference_Level001
Wiki,CSub_Level002,8.77889391493902,0.0711744821210276,0.559703345363911,CSub,Level002,Wiki_CSub_Level002,Wiki_reference_Level001
Wiki,CSub_Level003,8.53860025096631,-0.193717638176162,0.344960631768241,CSub,Level003,Wiki_CSub_Level003,Wiki_reference_Level001
Wiki,ColorFringes_Level001,7.87789207304873,-0.950357192745456,-0.199367493555952,ColorFringes,Level001,Wiki_ColorFringes_Level001,Wiki_reference_Level001
Wiki,ColorFringes_Level002,6.733212848894841,-2.10325435300077,-1.44628392427434,ColorFringes,Level002,Wiki_ColorFringes_Level002,Wiki_reference_Level001
Wiki,ColorFringes_Level003,5.56661221256102,-3.36241157504028,-2.58566615812241,ColorFringes,Level003,Wiki_ColorFringes_Level003,Wiki_reference_Level001
Wiki,Contrast_Level001,10.20663476350046,1.42835498263286,2.09067162651247,Contrast,Level001,Wiki_Contrast_Level001,Wiki_reference_Level001
Wiki,Contrast_Level002,9.847360938258989,1.03183012227757,1.77858355755168,Contrast,Level002,Wiki_Contrast_Level002,Wiki_reference_Level001
Wiki,Contrast_Level003,9.524279662903234,0.749489668869283,1.41516721073191,Contrast,Level003,Wiki_Contrast_Level003,Wiki_reference_Level001
Wiki,DUC_Level001,9.887736004985603,1.15644624852876,1.72226481442771,DUC,Level001,Wiki_DUC_Level001,Wiki_reference_Level001
Wiki,DUC_Level002,8.81316350073175,0.0310052826916022,0.65420924455593,DUC,Level002,Wiki_DUC_Level002,Wiki_reference_Level001
Wiki,DUC_Level003,8.00719845346811,-0.881811476780207,-0.0455831933233777,DUC,Level003,Wiki_DUC_Level003,Wiki_reference_Level001
Wiki,Dither_Level001,9.889858731688946,1.13804076824017,1.77545534645873,Dither,Level001,Wiki_Dither_Level001,Wiki_reference_Level001
Wiki,Dither_Level002,9.897100792475054,1.12587157385329,1.77618156786834,Dither,Level002,Wiki_Dither_Level002,Wiki_reference_Level001
Wiki,Dither_Level003,8.428963084557541,-0.385738521183853,0.281099208024168,Dither,Level003,Wiki_Dither_Level003,Wiki_reference_Level001
Wiki,LSNU_Level001,9.360401969599277,0.620666005290739,1.19372150208676,LSNU,Level001,Wiki_LSNU_Level001,Wiki_reference_Level001
Wiki,LSNU_Level002,8.24983689577142,-0.574346169510549,0.127987836568842,LSNU,Level002,Wiki_LSNU_Level002,Wiki_reference_Level001
Wiki,LSNU_Level003,7.5441765611305005,-1.28351774225046,-0.581903158591437,LSNU,Level003,Wiki_LSNU_Level003,Wiki_reference_Level001
Wiki,WGNU_Level001,9.450690390366463,0.689227795052348,1.3177733579875,WGNU,Level001,Wiki_WGNU_Level001,Wiki_reference_Level001
Wiki,WGNU_Level002,8.55058162830146,-0.179220904637652,0.351394993566664,WGNU,Level002,Wiki_WGNU_Level002,Wiki_reference_Level001
Wiki,WGNU_Level003,8.01415290623237,-0.831656726156565,0.0136104246935981,WGNU,Level003,Wiki_WGNU_Level003,Wiki_reference_Level001
